hash,message,hashes_of_parents,is_merge_commit,list_of_modified_files
6331c2c3e2751b02af2636bce88bbb4a5489e9a5,[guide] Typo fix on example,['22c97fa6787ce7df7124782bea1b3fe29fe76e01'],False,['README.md']
b4995b6416faa714299a39976a0b7107ad7b2afe,"[eslint config] [base] revert breaking part of #1420

I’ll re-enable it in the next major.",['cdc1c4fb76a67827c0aa52fd67cdda122828f583'],False,['variables.js']
399420f46f1c1161106655ade5f7c9b95723574b,[Tests] add an explicit eslint version to travis.yml,['b4995b6416faa714299a39976a0b7107ad7b2afe'],False,"['.travis.yml', 'package.json']"
9d91990221d47b2782f586370451033460e0a32b,[Tests] stop testing on eslint v3,['b687a9ceb8030dcdc467adb51c33e37a9a1c6101'],False,['.travis.yml']
63d1ae175e01391ded18c0a4d03c0eca4c49edbe,[Tests] fix linting error caused by updated base config,['9d91990221d47b2782f586370451033460e0a32b'],False,"['style.js', 'test-base.js', 'react.js']"
7b30681227ffec7e5ff958a43f0ba31633ad045d,"[eslint config] [breaking] [deps] require `eslint` `v4`, update `eslint-config-airbnb-base`",['1f5ca4c976b906a94d4faa2e01dfff2c9a106bfb'],False,['package.json']
074b2f81b810519421a875bff94e15be118c2cd2,"[eslint config] [breaking] [deps] Upgrade `eslint-plugin-jsx-a11y` to `v6`

 - enable more a11y rules",['7b30681227ffec7e5ff958a43f0ba31633ad045d'],False,"['package.json', 'react-a11y.js']"
0d938aecf20e2a6ad586e08155e177a25d12bc5e,[eslint config] [base] [fix] `legacy`: remove top-level `ecmaFeatures`,['2c0126543ff93e060e00faf9c3e98e40f58b0d1e'],False,['legacy.js']
a371d73414bfe534ce24d852877bed8135ebcc0a,"Update README, fixed badly-styled eslint links 

There were links to eslint rules in a style that didn't match the style of the rest of the document. Specifically, most links in the document use the following style: ""eslint: ['no-unneeded-ternary']"", but there were badly styled links that looks like this: ""eslint rule: ['no-unneeded-ternary']."" Additionally, the badly styled links were on their own line, whereas all the other links are not placed on their own line.",['3cc6269c86ab5eb5cf4f307eb6573a7734b7fbfd'],False,['README.md']
9393e6ab10f38dbf4b020fed81c20152ac9b8558,"Update README, finished fixing eslint styling

Update README, finished fixing eslint styling (look at previous commit description for info).",['a371d73414bfe534ce24d852877bed8135ebcc0a'],False,['README.md']
abeb313333261889d3bef1618f6bae57a5851592,"Merge pull request #1505 from asherdale/master

Update README, fixed badly-styled eslint links","['3cc6269c86ab5eb5cf4f307eb6573a7734b7fbfd', '9393e6ab10f38dbf4b020fed81c20152ac9b8558']",True,[]
16faade698a185d3a84f4c2c8ef70ec4cf712936,"[eslint config] [*] [docs] Specify yarn-specific install instructions

Attempts to clarify and address issue https://github.com/airbnb/javascript/issues/1508#issuecomment-319113807

Recommends yarn users to list peer dependencies and then install each peer dependency with specified version.

Prior yarn instructions led users to install the latest version of each peer dependency which, in some cases, led to errors if the latest version of a peer dependency did not have rules that this package uses.",['e4f35ac959ce531e128d97cea051ddd76dd5aa6c'],False,"['README.md', 'README.md']"
344c25d83a91c7a9c456e6fc9d5b40d1b924f8d3,Fix a wrong link,['1cddb4f2c0069000c235817069cc4449ce2ed681'],False,['README.md']
855426b3db99b07469962b4d1515757d8284dda0,"Update section on naming conventions for acronyms

- Fix array name starting with a capital
- Add alternative good example",['344c25d83a91c7a9c456e6fc9d5b40d1b924f8d3'],False,['README.md']
d493a04d7f79b2439c68f854f934513d77ebdcff,"Change Simplified Chinese translation link

Currently the Simplified Chinese translation is for ES5, it's out of date, use another one instead of it.",['22672c1cdcae9b717ca2710b42f6572f45dea8b5'],False,['README.md']
9dee84796bfcf3ab88cd4603869c7c7c6ada13b1,"[Docs] add note about requiring `babel-preset-airbnb` and `airbnb-browser-shims`.

Fixes #1544.",['074b2f81b810519421a875bff94e15be118c2cd2'],False,['README.md']
138aafd2a0afe9054df904bbe1dbe72b3784e4ea,"Update CHANGELOG.md

Typo: prefer-restructuring => prefer-destructuring",['9dee84796bfcf3ab88cd4603869c7c7c6ada13b1'],False,['CHANGELOG.md']
e86fb149325346f166ab35dfb7f4b198fbdd5ce8,"Merge pull request #1551 from vitalymak/patch-1

[eslint config] [base] fix typo in changelog","['9dee84796bfcf3ab88cd4603869c7c7c6ada13b1', '138aafd2a0afe9054df904bbe1dbe72b3784e4ea']",True,[]
5b338e1937725758e03ed21d589177e61ad5d1a9,[Tests] lint our markdown,['e86fb149325346f166ab35dfb7f4b198fbdd5ce8'],False,"['.travis.yml', 'README.md']"
e16b03b841b20e510a203cf7d213d4d75d9d21df,"[guide] require array spread operator or `Array.from`

Fixes #1084.",['0aab14c3648511e555da3137e2971201a2f6e338'],False,['README.md']
8e29a161f91cb0e190ebe3f955073f3c16894d9f,"[eslint config] [base] [fix] ensure all JSX elements are ignored by `indent`

Fixes #1569.",['2380c0ddb849c61d61db92331cc0255f2c68c02b'],False,['style.js']
e5b5aeeb6bfc2402969360e9537c40ba42b1d137,"[eslint config] [breaking] enable/add react rules:

 - `react/jsx-curly-brace-presence`
 - `react/no-typos`
 - `react/no-unused-state`
 - `react/no-redundant-should-component-update`
 - `react/default-props-match-prop-types`",['2c228825a808b6c782e4b79c80db3c28cfceae4d'],False,['react.js']
6e1f11185d95432ba90a647efc027bd32983f17d,"[eslint config] [base] Enables eslint rule for operator-linebreak

Requiring operators at the beginning of the line makes code more readable. When operators are on the left hand side they mirror the syntax of method chaining and it is easy to see the build of logic in a statement.",['cf9e17efee72121b17507b030c04f9b11c521a9b'],False,['style.js']
2ab0e618582f5b64e406fe81fb5c9540b3be9824,Updates Control Statements section to reflect eslint config change,['6e1f11185d95432ba90a647efc027bd32983f17d'],False,['README.md']
6fbc47256ef0671be7f11cb3016489f6a9afa16a,Fixes test syles,['2ab0e618582f5b64e406fe81fb5c9540b3be9824'],False,"['test-base.js', 'test-base.js']"
01e72b9963bd8ff6567001d6be1612701a79383d,[eslint config] [base] [breaking] `no-else-return`: disallow else-if,['f2a65c689831185975c97abc9558d96e4e8bbc46'],False,['best-practices.js']
cd4ec29ed33fde4f81184f81eeddbda0b561dcd2,"[eslint config] [base] Enables eslint rule for operator-linebreak

Requiring operators at the beginning of the line makes code more readable. When operators are on the left hand side they mirror the syntax of method chaining and it is easy to see the build of logic in a statement. This also updates the readme and fixes a style violation as a result of adding this rule in eslint-config-airbnb/test/test-base.js and eslint-config-airbnb-base/test/test-base.js.",['f2a65c689831185975c97abc9558d96e4e8bbc46'],False,['README.md']
8507df4f7802005cd84b20fde345cb3038b5cbca,"Merge pull request #1600 from airbnb/shar--enforce-operator-linebreak-before

Enforce operator at the beginning of line","['01e72b9963bd8ff6567001d6be1612701a79383d', 'cd4ec29ed33fde4f81184f81eeddbda0b561dcd2']",True,[]
2b3c86d8124729eb2207e596512222dd3f5f82fe,Fixes indentation,['8507df4f7802005cd84b20fde345cb3038b5cbca'],False,['README.md']
b66d6e42f3224cc4f8a138ecce34bf704e7a320c,[eslint config] [base] [breaking] `lines-between-class-members`: set to “always”,['2b3c86d8124729eb2207e596512222dd3f5f82fe'],False,['style.js']
6f2395a3f146863f4cba86cbf2433618828fa9f3,[eslint config] [base] [breaking] `import/named`: enable,['b66d6e42f3224cc4f8a138ecce34bf704e7a320c'],False,['imports.js']
8cfc97eee9e18efcca308115b21c075cff687b7c,[Tests] fix linting tests,['6f2395a3f146863f4cba86cbf2433618828fa9f3'],False,"['package.json', 'test-react-order.js']"
97a68836215914c0ece2f221d1896a2e01f56a22,"Fix markdown style breaking

It came from the special characters ""M-BM-"":

```
diff README.md README.md.new | cat -A
651c651$
<     const foo = function uniqueMoreDescriptiveLexicalFoo() {$
---$
>  M-BM-  M-BM- const short = function longUniqueMoreDescriptiveLexicalFoo() {$
```",['232b719fc5192075c03dd1fc07445982df718486'],False,['README.md']
8161f32f1ff7afb1d382a304db2690cee4d6a3e7,"[eslint config] [base] [breaking] `no-mixed-operators`: only warn on `**` and `%` mixed with arithmetic operators; removes violation against mixing common math operators.

Fixes #1071.",['97a68836215914c0ece2f221d1896a2e01f56a22'],False,"['README.md', 'style.js']"
dbd69346bde8b7edebfed3c2b092148bf3f449e1,"[guide] Fix a numeration typo in README.md

 - also remove legacy numbered link",['8161f32f1ff7afb1d382a304db2690cee4d6a3e7'],False,['README.md']
2676cbfb2f9cae832f02f0ea43a9df3f024a24f9,[eslint config] [base] [breaking] Enables `nonblock-statement-body-position` rule and adds link to guide,['8a477f9893cf1efa49a881249f0ec31764b8af69'],False,"['README.md', 'style.js']"
999fe3b83ac9cb41bb7f1514baeb68c007a369a3,Change className to variant in examples,['dbdf8ea0ef966903968230d7ee11de6fa084ea9c'],False,['README.md']
9edcdde8fed4ca56d63d260ee36d4e1e8f9e68e8,"Merge pull request #1620 from lasota-piotr/classname-props

[guide] [react] Added anti-pattern example for Props Naming rule, changed className props in examples","['dbdf8ea0ef966903968230d7ee11de6fa084ea9c', '9d3e7e0a2c47dedf6032d77418a531e8abfd7762']",True,[]
c40d0d1f8444ba838e7550622334ad4418abf991,"[guide] Fix a link, add an anchor",['9edcdde8fed4ca56d63d260ee36d4e1e8f9e68e8'],False,['README.md']
2d4343acd19bd7700a69b514d01889c7041d65fb,"[guide] remove/update outdated links.

Fixes #1626.",['c40d0d1f8444ba838e7550622334ad4418abf991'],False,['README.md']
7ff6303513b46e8b7dd0bc03327b138a6db7b3b4,"[guide] Use HTTPS for links to ESLint documentation

The result of a `s_http://eslint\.org_https://eslint\.org_g`.
Avoids the HTTP 302s of the non-HTTPs URLs.",['2d4343acd19bd7700a69b514d01889c7041d65fb'],False,"['README.md', 'README.md', 'best-practices.js', 'errors.js', 'es6.js', 'node.js', 'style.js', 'variables.js', 'CHANGELOG.md', 'README.md', 'react.js', 'test-react-order.js', 'README.md']"
1948c302fd21d7bedd7d6e1a1e83c2e51efcb18e,[Tests] on `node` `v9`; use `nvm install-latest-npm` so new npm doesn’t break old node; pin included builds to LTS.,['7ff6303513b46e8b7dd0bc03327b138a6db7b3b4'],False,['.travis.yml']
44dbd0bdc41d08eb5de8ad698099ae44240f4b0d,"[eslint config] [patch] disable `no-did-mount-set-state`, since it’s necessary for server-rendering.

Fixes #684.",['5682155e9a2bd5391fe8579a25d6abd482d78123'],False,['react.js']
8cf2c70a4164ba2dad9a79e7ac9021d32a406487,"[guide] Add explanation for semicolon enforcement rule

Also update code samples to highlight ways in which ES6
currently mishandles code when relying on Automatic Semicolon
Insertion

Revise hyperlink and example

- Use more up-to-date TC39 reference page on github.io
- wrap returnless function with side-effects in curly braces

also, clean up punctuation on a long comment line

Always use single-quoted strings

Except for when the string needs to be double-quoted because the string contains apostrophes

Update second example to incorporate IIFE

An IIFE is a more realistic example of code that developers may encounter which would raise an exception when relying completely upon ASI",['44dbd0bdc41d08eb5de8ad698099ae44240f4b0d'],False,['README.md']
b7090234944eaff912b54faa3f86ca4eee4d017a,[eslint config] [base] [breaking] enable `implicit-arrow-linebreak`,['2087a42b51a8977308a05fe7096c27849b5cacdb'],False,['style.js']
255b0f369ad6579ac74f808c000f2daa4e03d74f,Fix third example in  Enclosed operators section,['4817a6b75cd44fe8b28a16b06d33a5c65603a74c'],False,['README.md']
8a12ffed193ab985d438bed2a20aedb8b5faea1e,"[guide] Fix spelling error in link

(preserve old link for back-compat)",['255b0f369ad6579ac74f808c000f2daa4e03d74f'],False,['README.md']
1b6bcd0e0fd4ed95eec2ff0a23b24b961af77e30,"[guide] more precisely refer to an ""object literal"" instead of just a ""hash""

Fixes #1680.",['fc34709d195b0ec9787c7b9905d3d5d72fd305b5'],False,['README.md']
0991476c9f803f47abaf68b47434c5d1e58c49d7,"[guide] Clarify that vars are hoisted to function scope, not block scope

Fixes #1675.",['1b6bcd0e0fd4ed95eec2ff0a23b24b961af77e30'],False,['README.md']
f9fcb37af15391f6f75ae3e8d5e09f5f2ae064b8,"[guide] Add link to ""has"" package

Fixes #1670.",['0991476c9f803f47abaf68b47434c5d1e58c49d7'],False,['README.md']
ea8fd76c5e17abd8597baf981ad32a3ec21c48dd,"[eslint config] [base] [breaking] Add .mjs extension support

Merge pull request #1635 from olistic/add-mjs-extension-support","['cb9482c04efac0a5278373b4506a29849753f67f', 'eb50272401bf0a02ff385f65fc3ec845cd159d0a']",True,[]
fe3a2de6b511f6373bab5f00d81e699ff6e81a56,[fixes: #1678] Improves wording of no-mixed-operators recommendation.,['ea8fd76c5e17abd8597baf981ad32a3ec21c48dd'],False,['README.md']
35f3e76eddfe7d03c5525d47b9255517db4332f3,"Merge pull request #1691 from airbnb/update-mixed-operators-text

[guide] Improves wording of no-mixed-operators recommendation.

Fixes #1678.","['ea8fd76c5e17abd8597baf981ad32a3ec21c48dd', 'fe3a2de6b511f6373bab5f00d81e699ff6e81a56']",True,[]
69a3554100935b79b9c444102504f98103834079,"[eslint config] [base] [patch] properly ignore indentation on jsx

Fixes #1658.",['7b18d7c2155f52937b1d48a3c6b905943fc1e5b7'],False,['style.js']
be647a77fb8ff605d153555a16dc9062ed965136,"Merge pull request #1538 from lanceli/patch-1

Change Simplified Chinese translation link","['69a3554100935b79b9c444102504f98103834079', 'd493a04d7f79b2439c68f854f934513d77ebdcff']",True,[]
262b07b106bdb83f476c77923340aa9c679da9a2,"fix example to meet standard listingId v listingID

fixed code example to meet the standard. `listingId` changed to `listingID` 
See - Naming Conventions: Acronyms and initialisms should always be all capitalized, or all lowercased.",['a08afd77d5d4fe6fdaae1ac9045de957ac433367'],False,['README.md']
c4dcfd93a732c950004c500b8696a50412d8ad82,[guide] fix indentation in section 4.7,['7dab8371c9302cb4c228e652d376a6c2d66db4a3'],False,['README.md']
53b2d7d245ba4abefc0429bfda4a46f099b9ace5,[eslint config] [breaking] bump react pragma to v16; update `class-methods-use-this`'s `exceptMethods` to include `componentDidCatch`,['c4dcfd93a732c950004c500b8696a50412d8ad82'],False,['react.js']
e9fff7adbf6dd4e3723c12849c407aafd429cf0f,[eslint config] [base] [breaking] Prevent line breaks before and after `=`,['53b2d7d245ba4abefc0429bfda4a46f099b9ace5'],False,"['README.md', 'style.js']"
1eefaed4fbb8ff469a864de5dfb652bb04607253,[guide] [css] Fixed Italic subtitle in css-in-js README.md,['fc99aefc4c4ca7b66ef665b35a898a0c83ae2b5d'],False,['README.md']
4c870cbd4090016fa36d15f8b2673324c83aabcc,[guide] Fix function signature spacing,['c8b1164105064b7786b24258f53f6237fb4bdd15'],False,['README.md']
cfe10c17d3f1df7325f8d40a4fcb2486254892f1,fix linting error in guide,['4c870cbd4090016fa36d15f8b2673324c83aabcc'],False,['README.md']
ff1c12178e268d4ee33321b4aab39571739af49d,[eslint config] [breaking] update `eslint-plugin-react` to `v7.6`; update rule configs,['901fd85b7cd9386f20a86530f56ec4661b4f18e7'],False,"['package.json', 'react.js']"
1fbeabd0c4b5d6ece9b7b966aa594854c6da9930,"[eslint config] [*] [breaking] [deps] update `eslint`, `eslint-plugin-import`",['fd68fdbd2270021eaf0fcc6e4a4f66c261b5b0da'],False,"['package.json', 'imports.js', 'package.json']"
c82500d7fa65e199d3df0ce52783a058fb6f4683,[eslint config] [base] [breaking] enable `no-useless-path-segments`,['1fbeabd0c4b5d6ece9b7b966aa594854c6da9930'],False,"['imports.js', 'test-base.js', 'test-react-order.js']"
6373dab9901a29105712ec040006f2352a318dd6,"Adds config entry point with only whitespace rules enabled

Adds a change to eslint-config-airbnb and eslint-config-airbnb-base to pull a list of rules from the project root and return a config with all rules turned off except the whitespace rules explicitly listed in the array. Also adds entry point data to readme.",['c82500d7fa65e199d3df0ce52783a058fb6f4683'],False,"['README.md', 'package.json', 'whitespace.js', 'README.md', 'package.json', 'whitespace.js']"
40dbeace170d3cf309e857dd9a9caa092d6aac2c,[Tests] ensure all entry points parse,['8e6363c677905feaaa20bea47ec27fc65206c13f'],False,"['package.json', 'requires.js', 'package.json', 'requires.js']"
396166b1d3266c3bd4c9a83a8f3142c7bcc58865,[eslint config] [*] [fix] ensure `whitespace` entry point is compatible with node 4,['40dbeace170d3cf309e857dd9a9caa092d6aac2c'],False,"['.eslintrc', 'package.json', 'whitespace.js', '.eslintrc', 'package.json', 'whitespace.js']"
a100a3957ffb11c841dbd74a649cbb9b5a17a2aa,"[eslint config] [base] [breaking] Update `object-curly-newline` to match eslint 4.18.0

In eslint v4.18.0 separate settings are introduced for imports and exports for the `object-curly-newline` rule.

Without this change, there is different behavior when updating eslint to this version.",['55adae99c960be8d4433b8c98b410695f6cea733'],False,['style.js']
8247e338a2d689f2e16010b0db225fbce7760f97,"[eslint config] [base] [patch] Set import/extensions to ignorePackages

This allows to import non-JavaScript files through the main export of a dependency's package.json.

The following would trigger an error before, but is fine with the new configuration:

```js
import 'roboto-fontface';
```",['a100a3957ffb11c841dbd74a649cbb9b5a17a2aa'],False,['imports.js']
49dab881da79eb3742e7f1e26c754194a9f26991,"Change import/no-self-import from ""off"" to ""error""

We recently had an incident where this rule would have prevented
infinite loops in Hypernova and in the browser.",['8247e338a2d689f2e16010b0db225fbce7760f97'],False,['imports.js']
8ed1d855bbefccbb147fe17d902a18c8f9aa3977,[eslint config] [base] [patch] Include 'accumulator' exception for `no-param-reassign`,['49dab881da79eb3742e7f1e26c754194a9f26991'],False,['best-practices.js']
c71e8c9231394ef9489cacf6cbf1ea9dd63b1b32,[eslint config] [base] [breaking] enable `import/no-cycle`: warn on cyclical dependencies,['31d95fded451b31695d9cc09abc117edcea4969d'],False,['imports.js']
8720f5f90bbe4aaf87e03d81b3b4f607f27ff6c6,[eslint config] [base] [patch] avoid `__mocks__` `no-extraneous-dependencies` check,['bd97fca21b99b542d9ef9eebec78198d6bb5fde0'],False,['imports.js']
06998522e1f4935f81f732c458d2cc72dde2cac9,"[guide] fix ""bad"" comment to be actually bad",['8720f5f90bbe4aaf87e03d81b3b4f607f27ff6c6'],False,['README.md']
b56875bee21eb8d87213c787dc105c288066f43e,"[eslint config] [base] [patch] `function-paren-newline`: change to ""consistent""",['89bb98e13568839793dc725e78717ddce58de79b'],False,['style.js']
fd0834764c8b991a807e6366181c1a3eddba240d,[eslint config] [base] fix tests,['b56875bee21eb8d87213c787dc105c288066f43e'],False,['test-base.js']
8c83d03a20d166aba0acefa1358efe6043eacc3e,"[eslint config] [base] [patch] Allow devDependencies for foo_spec.js naming style

Some projects name test files like `foo_spec.js` instead of `foo.spec.js`.",['22f01558a08eed9f32ad3b6e963ac71bebd37433'],False,['imports.js']
71e54f2af8e17c6147f1e8f7baafdbcf86d1d2d9,"doc: fix some nits in README.md

* Add missing anchors for section references.
* Correct a rule description.",['edf942eeb6bee3ae538e1484861ea0721fad4856'],False,['README.md']
c068d7cbf1bfb2f263bc928ca7fd895a6a6add7f,Fix link for Temporal Dead Zone,['2ba36de952fcb6a931471980f4fbbdc4df468baa'],False,['README.md']
8a244801196924797878186d744249c78fa4ed37,Fix broken aria roles link in React style guide README,['dfc9da71d9ac8669d074cbe0f918b504c8a68be8'],False,['README.md']
b3bbd1ccbc2495762ed3b2ec47e776135e532d76,[eslint config] [base] [breaking] order of import statements is ignored for unassigned imports,['2668495fee10b4b70f72ba623b4f319ad539700a'],False,['imports.js']
fdb998b38adda8777022fe33b86b2f8092ac83a0,[eslint config] [base] fix tests,['951825c6d216ef2b3017472ae66e9b3360b089ae'],False,['whitespace.js']
8be089eb1138c6e5dbdc27146248525c0633ba47,[eslint config] fix tests,['fdb998b38adda8777022fe33b86b2f8092ac83a0'],False,"['react.js', 'whitespace.js']"
d14ed5daa7625eab6e03fb290b0a18ed11b229fc,[eslint config] [breaking] update `eslint-config-airbnb-base`,['afe340773f082b262955abf243efbd60e2d87ee4'],False,['package.json']
47021150388d1cea54c529463fe20299f1de9bb5,Fix: Typo,['363bb077658906ccc809419b1ce3cb2f75b29e90'],False,['.markdownlint.json']
fe8de599774bf8d312b2b94e93172e873c36df8f,[eslint-config] [*] [docs] :pencil2: fix typo in Readme,['77fdae6a74a718d1ec32455088dbb5f964f5d271'],False,"['README.md', 'README.md']"
2037fd82b9260db71758aedc513e86b7df23c01e,[Tests] link eslint from the base config as well,['7dda84a335f5903d72c9423dc17f33f2c9813d2a'],False,['package.json']
96317f8c79d6c5a6e9478a49eb89770863c4e6e1,"[guide] fix anchor tag in README.md

Currently, this anchor with missing end tag breaks rendering:

https://github.com/airbnb/javascript/blob/5d1f4b9a49ee7def65343f5efccfcce7723b9b4b/README.md#arrays--from-iterable",['a510095acf20e3d96a94e6d0d0b26cfac71d2c7f'],False,['README.md']
b6a268f780177e03b573a4f0df95ecc0d2e8783e,"[eslint config] [react] disable two buggy rules, temporarily",['96317f8c79d6c5a6e9478a49eb89770863c4e6e1'],False,['react.js']
dfb70d62448e315f0ad6adffe29d7ea136feb61b,"[*] [deps] update `eslint-plugin-import`, `safe-publish-latest`",['32a674de0b9459ee1e3220db3a7f41b197ac61ab'],False,"['package.json', 'package.json']"
fcfd378dd87f609be445d71e89b9141a8800827b,Fix outdated link to Airbnb's Neutrino preset,['d774b8979eee9aa0c4c155b1b1dceba5bb6fd0af'],False,['README.md']
e7ffd44b4a95962bef5c1861fc2920650d3fa2c1,"Update .markdownlint.json

Fixed typos and grammar",['17e0454672f784772c5f5ab052523a93229d9adf'],False,['.markdownlint.json']
32a7bf44c2e5b3d2a5d05af46716fbe45bc09bec,:pencil2: fix docs for whitespace config,['02b4eea3452b0ae6da666b01f9da23f26148f5b6'],False,"['README.md', 'README.md']"
41a13e83eee02be3fcfc0657a6cb994018df700d,"[19.16] changed Enforce to avoid

Good practice is to avoid spaces between functions and their invocations. But by mistake (I think so) you used the word Enforce instead of Avoid",['03a0734fcefa0e7ab351ce33fd1562e089de1e5d'],False,['README.md']
21b65e943c361f91af5a484460fb2c8d02e2ff92,"[eslint config] [base] [deps] Switch to confusing-browser-globals

The `eslint-restricted-globals` package author created an equivalent
package `confusing-browser-globals` that now resides within the
create-react-app monorepo. In sidoshi/eslint-restricted-globals#2
@sidoshi suggested that we change eslint-config-airbnb-base to depend
on the CRA package instead, in an effort to consolidate the two.

Currently the two global lists are identical, so this does not change
the generated eslint config:
https://unpkg.com/eslint-restricted-globals@0.2.0/index.js
https://unpkg.com/confusing-browser-globals@1.0.5/index.js",['74deb81d1fa670a5a462f6ada29d9447cf61c7c0'],False,"['package.json', 'variables.js']"
0d6d854b5c70c8440091253c2d1fcc84b6f8ee20,"[17.2] Added second anchor https://github.com/airbnb/javascript/pull/1960

See requested changes here: https://github.com/airbnb/javascript/pull/1960#pullrequestreview-176797787",['21b65e943c361f91af5a484460fb2c8d02e2ff92'],False,['README.md']
218c4fefbb010922866c18ef88e34ec66bb962a5,"[eslint config] [base] [fix] disable `no-var` in legacy entry point

Fixes #1935.",['80920a07c5144148d2987f39fb9558246552648e'],False,['legacy.js']
1439ebe78d043ed8c206367b23406da7ddb7c3ce,[editorial] [react] fix typo,['95286eb496acf09fb8360d5368f798b040a0b5c1'],False,['README.md']
da0cf088316692b59751bfd64e99125a4acd3869,[Tests] on `node` `v11`,['a71c2d1ad3ff71627ea2848ae21ea35d5d7ef061'],False,['.travis.yml']
495a62aaa9c2110cb06e6243d91373aa4fb384da,[guide] fix example 4.7 for arrays method callbacks,['da0cf088316692b59751bfd64e99125a4acd3869'],False,['README.md']
117d4fce49096bec1cb5d3c030031aca994ddb5a,[Tests] fix issue with eslint dev deps,['447466681e9c38858ef81af7a84aada801630352'],False,['package.json']
030e23b13e9d21b0775239c475ea137ad13e8a64,[guide] Fix npm package has usage example,['036612ec3d8af223d2a3adc40aca70365b5612fd'],False,['README.md']
6c0a884179c5fcb7b52d516dcfb54c6bcf4dc6c1,[guide] fix dead jsperf links,['030e23b13e9d21b0775239c475ea137ad13e8a64'],False,['README.md']
820ccf7652f2f67a18b095a613ba99f9159eac93,[eslint config] [*] [tests] use `eclint` instead of `editorconfig-tools`,['792bb567e5d7437a381dfd9ab530b13fa2331c2e'],False,"['.editorconfig', 'package.json', 'requires.js', 'package.json', 'requires.js']"
945c62f22996d0fd3e7917d2769d60b1dd533e49,[Tests] on `node` `v12`,['820ccf7652f2f67a18b095a613ba99f9159eac93'],False,['.travis.yml']
3b18fea1ede26833c432e96f4330edcddd2f12b7,[Tests] only run tests in non-lint per-package travis job,['945c62f22996d0fd3e7917d2769d60b1dd533e49'],False,"['package.json', 'package.json']"
8eacf24310f314abd40a1266e90818e11fefbdca,"[eslint config] [*] [breaking] add eslint v6, drop eslint v4

See #2036",['3b18fea1ede26833c432e96f4330edcddd2f12b7'],False,"['.travis.yml', 'package.json', 'whitespace.js', 'package.json', 'whitespace.js']"
820745d61090139193cf9257b88974e36dfc9b35,[guide] [eslint config] [base] [breaking] Require parens for arrow function args,['8eacf24310f314abd40a1266e90818e11fefbdca'],False,"['README.md', 'es6.js', 'test-base.js', 'test-base.js']"
f6acb789a02a3295cfb2ae8c48f0e11060a0634c,"[guide] [eslint config] [base] [breaking] Simplifies `no-mixed-operators`

- adds warning on mixing `/` and `*` arithmetic operators
- removes warnings on mixing `**` and arithmetic operators
- removes warning on mixing `in` and `instanceof`
- removes warning on mixing `~` with other bitwise operators
- removes mixing of assignment operators with comparison operators",['820745d61090139193cf9257b88974e36dfc9b35'],False,"['README.md', 'style.js']"
b96341fb86f28e421ec5a6674ab55d95f6f4c1ad,"[eslint config] [base] [breaking] legacy: Enable 'strict'

This enables the `strict` rule in 'safe' mode:
https://eslint.org/docs/rules/strict#safe",['f6acb789a02a3295cfb2ae8c48f0e11060a0634c'],False,['legacy.js']
42c647f31b046fd56a51316caf681846100abd4f,"[eslint config] [base] [breaking] Set 'strict' to 'never'

Previously `rules/strict.js` was only used by `eslint-config-airbnb`
and not base. This change reduces the duplication, and means the rule
is now set to 'never' as opposed to the ESLint default of 'safe'.

For users that left the `sourceType` at this preset's default of
`module` this change will be a no-op, since in module-mode the
`strict` rule always behaves as though 'never' had been set.

See:
https://eslint.org/docs/rules/strict#options",['b96341fb86f28e421ec5a6674ab55d95f6f4c1ad'],False,['index.js']
ad0c44c6affa87743419038682f00c0b9d0d9989,"[eslint config] Remove rules/strict from 'extends'

Since the file is now imported in base instead.

Fixes #1582.",['42c647f31b046fd56a51316caf681846100abd4f'],False,['index.js']
2160a77baa5eb62b78f0c2cfecfc37086e78c657,[eslint config] [breaking] [react] add `react-hooks` plugin,['ad0c44c6affa87743419038682f00c0b9d0d9989'],False,"['README.md', 'hooks.js', 'package.json', 'react-hooks.js', 'requires.js']"
a344d6c8e7f21e6af107ed3e335068bf6a621c5d,[guide] [eslint config] [base] [breaking] `no-multiple-empty-lines`: Restrict empty lines at beginning of file,['2160a77baa5eb62b78f0c2cfecfc37086e78c657'],False,"['README.md', 'style.js']"
19e9ce31fe051c2232c90bf63dab0ee2fe0efbaf,[eslint config] [base] [breaking] `padded-blocks`: enable `allowSingleLineBlocks` option,['61c7ae61895af2b3c7938015eaf72ca1e0fddb3e'],False,['style.js']
6b5922ca2132980609fe217353162c2338b29ae2,"[eslint config] [breaking] set react version to ""detect""

Fixes #1983.",['a490005ddfbd73f96f0fc4335bf035cd554ad2e6'],False,['react.js']
11ede40d55734064f2d497e29cb7fde21d3df209,[eslint config] [base] [breaking] `func-name-matching`: enable `considerPropertyDescriptor` option,['e257deebd4544cf3609d5336f463688981897fe7'],False,['style.js']
88e71e6e5223701d353325035383c3a8d9fd88b2,[eslint config] [base] [breaking] enable `prefer-object-spread`,['11ede40d55734064f2d497e29cb7fde21d3df209'],False,['style.js']
f0c767fd398b7b10ee189a701823630d25100598,[eslint config] [base] [breaking] enable `no-async-promise-executor`,['88e71e6e5223701d353325035383c3a8d9fd88b2'],False,['errors.js']
d03a712bba592da02631fb30824f6661788b2120,[eslint config] [base] [breaking] enable `no-misleading-character-class`,['f0c767fd398b7b10ee189a701823630d25100598'],False,['errors.js']
